reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
b2043da5-c1ef-4029-8a86-8a822d4408e3,Dendy Ramadhan,Aplikasi sampah ga bisa di pake!!!,1,0,2024-04-20T22:16:36,"Hai Kak Dendy, mohon maaf atas ketidaknyamanan yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Ve",2024-04-21T08:59:57,4.85.3
44466680-893a-4f11-8c54-fad1a1d30aac,Dwi Yadi,baik,5,0,2024-04-20T22:13:14,,,4.84.1
78428a3f-5e58-47ba-aa31-4bdcb47206dd,Mau Lana,Saldo say hilang tf dari dana melalui permata bank ke gopay.gak jelas gopay.ada laporan masuk TPI saldo gak ada,5,0,2024-04-20T22:09:51,,,4.84.1
235dbd7f-eba5-4d9f-80f9-f77a4b830cf3,aran delle,"apakah benar sistem gofood pada orderan ganda driver hanya dapat kurang dari 20% dari ongkir yg sudah kita bayar ? sebagai pengguna yg sering pesan gofood baru² ini lihat kenyataan yg demikian sungguh mengejutkan dan tidak manusiawi. Saya barusan dapat info di grup. pembeli order gofood dan drivernya muter² dulu padahal dekat. Ternyata kata driver order dia itu orderan dobe yg di paksa nyangkut karena jaraknya dekat, dari ongkir yg di bayar pengantaran ke-2 13K ternyata driver cuma dapat 2K.",1,0,2024-04-20T21:52:16,"Hai Kak Aran, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Oca",2024-04-20T23:42:56,
4f203ec9-9291-4fc4-9bf7-f7565179486c,Hera Wati,Susah buat di setujui Paylater nya Padahal saya sangat suka dengan fitur Paylater nya....! Smoga cepat saya bisa pakai Paylater nya.,5,0,2024-04-20T21:51:14,,,4.85.3
d13f541e-cc26-4609-8e52-d4bd9996f727,Dwi Budi,Harga motornya diturunin,5,0,2024-04-20T21:49:06,,,4.85.3
9ff37dde-9b25-48af-a410-7fa0186f4372,Roby Jolani.2,Driver car daerah tangerang kota cimone sangiang pasarbaru pada jam 7 malam keatas sampe jam 9 pada gamau ambil oder.mending pada berhenti aja jgn nge gocar .,1,0,2024-04-20T21:48:12,"Mohon maaf atas ketidaknyamanannya, Kak Roby. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-04-20T23:44:43,
c4da2c1a-3a3b-4345-b797-33cb1922a9ef,Fatimah DS,"Seharusnya kalau dekat gratis ongkir, dan jauh kasih voucher gak apa, sama saja ongkirnya dari dekat itu",1,2,2024-04-20T21:43:49,"Hai Kak Fatimah, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan, silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Oca",2024-04-20T23:50:13,4.81.2
94c3e325-a9d3-46d0-9328-c7ec6dbdb792,tri wahyuni,Membantu,5,0,2024-04-20T21:43:20,,,4.81.2
7bfbda8a-c976-43fa-8585-d19ee59ca5ca,Hadi Purnomo,drivernya ramah ..mantab,5,0,2024-04-20T21:42:03,,,4.85.3
3637a3f3-18b1-446f-80e9-d143ae773cb5,Marsha Amalia,Setiap pesen gofood selalu susah dapet driver,2,0,2024-04-20T21:41:57,"Mohon maaf atas ketidaknyamanannya, Kak Marsha. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-04-20T23:52:23,
c64b3e3a-e64e-4681-8bb9-ed2979af3f05,Ayni faz,gmn sih cara nutup gopay? percuma limit paylater naik terus tp di blokir...sama aja bohong,1,0,2024-04-20T21:39:05,"Hai Kak Ayni, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-111-1554-14584 di subjek email, ya. ^Oca",2024-04-20T23:54:29,4.85.3
b1ee7003-627d-47ae-86f6-c66d9403a51b,Aufar Sauki,Mantap,5,0,2024-04-20T21:36:39,,,
487f6ad9-427d-4795-94c2-875bc6e6f623,Ferry Sundah,Mantap pelayanan nya,5,0,2024-04-20T21:36:01,,,4.85.3
e233bdcd-933e-4191-aa0d-9b1662315a32,Muhammad Hiva Fauzan,"Para driver Go jek khususnya Go Car,jaman sekarang pada Belagu. Orderan kecil padahal jarak dekat,ga pernah mau diambil.. Uninstall lah.. Bintang 1 buat Go Jek jaman Now..",1,0,2024-04-20T21:33:57,"Mohon maaf atas ketidaknyamanannya, Kak Hiva. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-04-20T23:56:39,
609d12ed-46cb-47de-bf83-0e6afc94b687,Mustari Mustamin,Penjemputan order dari Gojek sangat konsisten,5,0,2024-04-20T21:32:01,,,4.85.3
25834beb-4429-4a5e-85ff-438d1c571f9c,Yusuf Husein,Perjalanan mantapz... aman...drivernya ramah,5,0,2024-04-20T21:25:24,,,4.85.3
39bafdb2-3766-4ea2-926b-21f97b11fcf7,Muhamad Muhlisin,Mantap pokoknya,3,0,2024-04-20T21:22:44,"Hai, Kak Mukhlisin, terima kasih atas ulasanmu. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Oca",2024-04-20T21:33:20,4.85.3
9c134eed-55e9-4396-ba26-9e5fedabb664,Salsa Safira,ILY SAYANG,5,0,2024-04-20T21:21:03,,,4.84.1
d9d7b73d-2ffe-4d10-a9db-864492e4971d,Arty Edy,Mantap,5,0,2024-04-20T21:18:08,,,4.85.3
