reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
c3cf02f5-f51b-4213-beff-aaecde4a4f04,MR. CHAN,"Sungguh kecewa, paylater saya di blokir cuma telat beberapa jam bayar..padahal history saya selalu bagus dari awal sudah lebih dari 2 tahun pakai gopay later..",2,1,2024-01-08T19:13:09,"Hai Kak Chan, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-08-1523-49193 di subjek email, ya. ^Oca",2024-01-08T23:24:06,4.80.4
1e837454-2f0e-4ce8-8574-f26cf7f90159,Muhamad Fadil,"Driver di apk ini kek ga butuh duit, lama banget dapet driver, malah sering banget di cancel ama driver nya. Sekalinya dapet lama gerak atau jemput nya. Mendingan pake apk sebelah aja",3,0,2024-01-08T19:12:08,"Mohon maaf atas ketidaknyamanannya, Kak Muhamad Fadil. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Oca",2024-01-08T22:18:20,4.80.4
480f6603-34e8-447c-be80-0782dca995ec,Jefri Maulana,Saya beli paketan di gojek knpa skrng jsdi begini uang di tarik paketannya tidak masuk disitu ditulis di refund tapi belom balik pas awal langsung di balikin pas di coba lagi knpa ga di balik balikin ya,1,1,2024-01-08T19:11:40,"Hai Kak Jefri Maulana, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-24-08-1527-13722 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Oca",2024-01-08T23:27:31,4.80.4
fc4a7ae8-8e22-4294-8f8d-f860daa5af1e,Anik Indriani,pelayanan oc dan tingkatkan lagi promo2nya biar lebih sering go foodnya dan mksh buat promonya awalnya cuma iseng g taunya dapat promo beneran jadi Doble senengnya,5,0,2024-01-08T19:10:37,,,4.80.4
b1fe5104-54e5-43fc-bc43-1ee087b200b9,suryadi no more,"Apk Apaan ini transaksi gagal saldo tetep kepotong , isi keterangan saldo di refund tapi tetep aja ngak balik² saldo saya Sudah saya coba hubungin via email sama via pusat bantuan di aplikasi responya lama kali, sekali di respon, yg respon malah bot 👎👎👎 Benerin lah aplikasinya Bikin lah aplikasinya klo transaksi gagal langsung balik saldonya Sering kali ngalamin hal kek gini 👎👎👎",1,1,2024-01-08T19:01:53,"Hai, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-23-322-0624-42706 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahan pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Oca",2023-11-18T14:25:24,4.80.4
4cf539bb-ff1e-41b4-9eed-dcbaaec8ada3,Deffry Mhd,Aplikasi ini paling sempurna ........ ......... Lanjutkan,5,0,2024-01-08T18:55:20,,,4.80.4
8008560e-32df-4834-b911-0b79a196f25b,Vlorentina Dewi,"Sangat membantu sekali buat yg lagi males gerak kemana-mana apalagi kondisi hujan tapi perut laper, solusinya ya gofood aja😊",5,1,2024-01-08T18:51:23,,,4.80.4
e1aeb0c3-e56a-4a03-a272-ec17f1ec74dd,Riky Adrian18,Sialan udah telat 3 hari denda 50 RB.udah w bayar smua tp malah diblokir.Nyesel w pake Gojek,1,1,2024-01-08T18:45:10,"Hai Kak Riky, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-08-1534-56863 di subjek email, ya. ^Oca",2024-01-08T23:35:15,4.80.4
5b8032a3-1ec0-411c-b331-b01f9d43abad,Balimusik Studio Banjarmasin,terimakasih gojek .... mantabsss,5,0,2024-01-08T18:15:17,,,
405daebb-d080-4ec4-843f-7a6f24633f1a,Raam Trans,Daftar saja makin di persulit,1,0,2024-01-08T17:57:10,"Mohon maaf atas ketidaknyamanannya, Kak. Saat registrasi aplikasi Gojek, tunggu setidaknya 30 detik sampai kode OTP dikirimkan, pastikan nomor yang kamu daftarkan di aplikasi Gojek aktif dan bisa menerima SMS. Semoga informasi kami bisa membantu. ^Oca",2024-01-08T23:40:56,
a4f12fc0-8b0e-4c2a-a66a-084cb14116c9,edwin nugraha,"Sangat akurat, service baik & tepat waktu",5,0,2024-01-08T17:52:24,,,
c59f5108-c995-43d4-979d-da46a263a2bc,Yayah Violin,Senang belanja disini selalu puas langgananku doong gojek selalu,5,0,2024-01-08T17:45:07,,,4.80.2
57cf3bc2-9aed-4650-8c11-f440dd3b9da0,BOLA MANIA,Gojek selalu di hati .,5,0,2024-01-08T17:42:50,,,4.80.4
5325002e-456b-486d-8af5-e70259bd834a,Ria Ramadhani,"Aplikasi ny mah ok ok aja tapi kurang suka sama Driver ny, setelah Sampai tujuan bukanya pergi malah nongkrong dulu depan rumah ngerokok kan ngg enak bngtt dilihatnya mana sambil duduk diatas motor angkat kaki lagiii udh mah badannya bauuu pas naik motornya juga plat no ny beda yg di aplikasi tolong ditingkatkan lagi untuk kebersihan driver",3,0,2024-01-08T17:42:37,"Hai Kak Ria, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-24-08-1033-22269 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Oca",2024-01-08T18:33:44,4.80.4
43fdb738-2e1c-4d69-8844-bac89c6a8181,tinah mujin,"Sangat membantu saya dalam ber aktivitas diluar ruangan, di diskon bagi pengguna yang baik dan sopan",5,3,2024-01-08T17:37:10,,,4.80.4
ece75177-3188-4e92-a1d9-4ee350335c4d,Suwanto Jambi,juara mantep mas maturnuwun nek Ra enak ngomong bakule nek enak ngomong kancan kancane,5,0,2024-01-08T17:32:20,,,4.80.4
429e5566-93e3-478d-85bf-aa3532230efb,nurul hidayah,"sangat terbantu sekali dengan adanya gojek. mempermudah perjalanan, antar paket dan belanja saat hujan",5,0,2024-01-08T17:23:43,,,4.75.1
6c267b02-13b2-4dcb-8ba4-4b26e8c7732c,Doni Sutisna,"Sangat menyenangkan,",5,0,2024-01-08T17:17:25,,,4.80.4
f5005fad-6887-4673-948f-cf92c61df3f8,Sumardi,Pesan gofood lebih lama dari pada yang dulu,2,0,2024-01-08T17:08:58,"Hai Kak Sumardi, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Oca",2024-01-08T20:00:44,4.76.2
0ec22755-06ac-45c6-9b8a-022021637540,Halimatun Toyyibah,"Pesan go food sudah komplen makanan rusak, tapi tidak memuaskan pananganannya. Padahal gambar sudah jelas di 1 kreseknya basah semua kena minuman yg tumpah. Minuman yang pecah masih dibilang tidak memenuhi syarat. Sedangkan drivernya dimintain tanggung jawab langsung kabur saja. Tidak tanggung jawab. 👎🏻",1,0,2024-01-08T16:58:57,"Hai Kak Halimatun, mohon maaf atas ketidaknyamanannya karena pesanan yang diterima dalam kondisi mengecewakan. Mohon laporkan kejadian ini kepada kami dengan cara klik https://gjk.id/FoodQuality dari ponsel mu, dan cantumkan kode psr-24-08-1206-35606 pada kolom 'Ceritakan lebih lanjut'. ^Oca",2024-01-08T20:06:55,4.78.3
