reviewId,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,version
d112cd8f-6dac-4308-b651-980d3216d082,Naylafathoniah Zuhriana,Semoga semakin mudah dengan adanya aplikasi gojek,5,0,2025-01-14T09:45:51,,,5.6.1
0040d212-1b2c-49d2-90e4-675e3017e6fe,Hedi Noerhadi,Aplikasinya bagus makin lengap fitur nya,5,0,2025-01-14T09:43:46,,,5.6.1
5dbf3504-6512-4dd5-8a33-b17b9342c993,Silvanus Adi,"Kalau huja ga ada yang mau ngambil? Ini gimana sih mitigasinya gajelas, padahal udah pesen prioritas",1,1,2025-01-14T09:34:25,"Mohon maaf atas ketidaknyamanannya, Kak Silvanus. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maura",2025-01-14T10:06:47,5.6.1
cceab83a-0c52-430f-8b63-f9d72e19e14f,Darto Sudarto,Baik,5,0,2025-01-14T09:25:39,,,5.6.1
33022396-4ca8-4af9-840c-991bb8e10ff4,Muhai Hakim,Boleh la,5,0,2025-01-14T09:17:49,,,5.4.1
c580ed0a-b834-4856-b8ac-10b1ad8c961e,Parwis Htgalung,"Org nya ramah2 gk kayak aplikasi sebelah,suka cancel tanpa alasan",5,0,2025-01-14T09:16:26,,,5.6.1
f8a05bd2-6d5b-4dfd-a757-115cbbba8214,jaz collection,Berguna,5,0,2025-01-14T08:59:07,,,5.6.1
deed6e5f-0e4b-41d2-8277-79df852a2750,ismet met,"Sangat membantu sekali dlm berpergian, dan driver,y ramah ramah ,, dan nyaman dlm stiap perjalanan",5,3,2025-01-14T08:38:35,,,5.6.1
da81de20-0a3e-434d-9b56-18c7a3788665,Wahyu Tommy,Mantaaap selalu,5,0,2025-01-14T08:36:59,,,5.6.1
d0cdcbaf-4692-4656-867a-75f0f2bf9baa,FREDI ARYANTO,Mantap,5,0,2025-01-14T08:21:56,,,
1111a7d0-688e-4beb-908c-a84126cd9d1d,JAK• HEROES,dapet driver nya jauh mulu,1,0,2025-01-14T07:42:56,"Hai Kak @JAK• HEROES, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-01-14T08:05:34,5.6.1
a5aeb636-df92-45ae-a0ca-855652b8358f,Dina Fitriana,Sangat membantu,5,0,2025-01-14T07:17:22,,,5.6.1
d3284dfc-a7b8-4790-b1bc-a9ddd14e1f85,Kiki Ikhsan,Mantap,5,0,2025-01-14T07:11:40,,,5.6.1
